dataType,date,tradingPartner,value
OldinvValue,2018-05-08,C,0
OldpayValue,2018-05-08,C,0
OlddocCount,2018-05-08,D,132
OlddocVolume,2018-05-08,D,125608
OldpoValue,2018-05-08,D,0
OldinvValue,2018-05-08,D,0
OldpayValue,2018-05-08,D,0
OlddocCount,2018-05-08,E,878
OlddocVolume,2018-05-08,E,2543069
OldpoValue,2018-05-08,E,0
OldinvValue,2018-05-08,E,0
OldpayValue,2018-05-08,E,0
OlddocCount,2018-05-08,F,19
OlddocVolume,2018-05-08,F,926
OldpoValue,2018-05-08,F,0
OldinvValue,2018-05-08,F,0
OldpayValue,2018-05-08,F,0
OlddocCount,2018-05-08,G,0
OlddocVolume,2018-05-08,G,0
OldpoValue,2018-05-08,G,0
OldinvValue,2018-05-08,G,0
OldpayValue,2018-05-08,G,0
OlddocCount,2018-05-08,H,210
OlddocVolume,2018-05-08,H,191409
OldpoValue,2018-05-08,H,0
OldinvValue,2018-05-08,H,0
OldpayValue,2018-05-08,H,0
OlddocCount,2018-05-08,I,2863
OlddocVolume,2018-05-08,I,1440168
OldpoValue,2018-05-08,I,0
OldinvValue,2018-05-08,I,0
OldpayValue,2018-05-08,I,0
OlddocCount,2018-05-08,J,2076
OlddocVolume,2018-05-08,J,507895
OldpoValue,2018-05-08,J,59419072
OldinvValue,2018-05-08,J,0
OldpayValue,2018-05-08,J,0
OlddocCount,2018-05-08,K,1981
OlddocVolume,2018-05-08,K,421271
OldpoValue,2018-05-08,K,0
OldinvValue,2018-05-08,K,0
OldpayValue,2018-05-08,K,0
OlddocCount,2018-05-08,L,0
OlddocVolume,2018-05-08,L,0
OldpoValue,2018-05-08,L,0
OldinvValue,2018-05-08,L,0
OldpayValue,2018-05-08,L,0
OlddocCount,2018-05-08,O,2865
OlddocVolume,2018-05-08,O,471128
OldpoValue,2018-05-08,O,0
OldinvValue,2018-05-08,O,0
OldpayValue,2018-05-08,O,0
OlddocCount,2018-05-08,N,1961
OlddocVolume,2018-05-08,N,642338
OldpoValue,2018-05-08,N,0
OldinvValue,2018-05-08,N,0
OldpayValue,2018-05-08,N,0
OlddocCount,2018-05-08,Q,0
OlddocVolume,2018-05-08,Q,0
OldpoValue,2018-05-08,Q,0
OldinvValue,2018-05-08,Q,0
OldpayValue,2018-05-08,Q,0
OlddocCount,2018-05-08,P,637
OlddocVolume,2018-05-08,P,155979
OldpoValue,2018-05-08,P,0
OldinvValue,2018-05-08,P,0
OldpayValue,2018-05-08,P,0
OlddocCount,2018-05-08,M,0
OlddocVolume,2018-05-08,M,0
OldpoValue,2018-05-08,M,0
OldinvValue,2018-05-08,M,0
OldpayValue,2018-05-08,M,0
OlddocCount,2018-05-08,R,2174
OlddocVolume,2018-05-08,R,625509
OldpoValue,2018-05-08,R,0
OldinvValue,2018-05-08,R,0
OldpayValue,2018-05-08,R,0
OlddocCount,2018-05-08,V,4768
OlddocVolume,2018-05-08,V,30405148
OldpoValue,2018-05-08,V,0
OldinvValue,2018-05-08,V,0
OldpayValue,2018-05-08,V,0
OlddocCount,2018-05-08,T,1412
OlddocVolume,2018-05-08,T,1700072
OldpoValue,2018-05-08,T,0
OldinvValue,2018-05-08,T,0
OldpayValue,2018-05-08,T,0
OlddocCount,2018-05-08,S,982
OlddocVolume,2018-05-08,S,2921038
OldpoValue,2018-05-08,S,19107343
OldinvValue,2018-05-08,S,0
OldpayValue,2018-05-08,S,0
docCount,2018-05-09,A,140090
docVolume,2018-05-09,A,174908511
poValue,2018-05-09,A,175325537
invValue,2018-05-09,A,671826469
payValue,2018-05-09,A,0
OlddocCount,2018-05-09,B,16027
OlddocVolume,2018-05-09,B,6969576
OldpoValue,2018-05-09,B,0
OldinvValue,2018-05-09,B,0
OldpayValue,2018-05-09,B,0
OlddocCount,2018-05-09,C,2471
OlddocVolume,2018-05-09,C,5721546
OldpoValue,2018-05-09,C,0
OldinvValue,2018-05-09,C,0
OldpayValue,2018-05-09,C,0
OlddocCount,2018-05-09,D,116
OlddocVolume,2018-05-09,D,109400
OldpoValue,2018-05-09,D,0
OldinvValue,2018-05-09,D,0
OldpayValue,2018-05-09,D,0
OlddocCount,2018-05-09,E,945
OlddocVolume,2018-05-09,E,3303198
OldpoValue,2018-05-09,E,0
OldinvValue,2018-05-09,E,0
OldpayValue,2018-05-09,E,0
OlddocCount,2018-05-09,F,14
OlddocVolume,2018-05-09,F,685
OldpoValue,2018-05-09,F,0
OldinvValue,2018-05-09,F,0
OldpayValue,2018-05-09,F,0
OlddocCount,2018-05-09,G,0
OlddocVolume,2018-05-09,G,0
OldpoValue,2018-05-09,G,0
OldinvValue,2018-05-09,G,0
OldpayValue,2018-05-09,G,0
OlddocCount,2018-05-09,H,188
OlddocVolume,2018-05-09,H,166728
OldpoValue,2018-05-09,H,0
OldinvValue,2018-05-09,H,0
OldpayValue,2018-05-09,H,0
OlddocCount,2018-05-09,I,3040
OlddocVolume,2018-05-09,I,1538810
OldpoValue,2018-05-09,I,0
OldinvValue,2018-05-09,I,0
OldpayValue,2018-05-09,I,0
OlddocCount,2018-05-09,J,2834
OlddocVolume,2018-05-09,J,537958
OldpoValue,2018-05-09,J,49789107
OldinvValue,2018-05-09,J,0
OldpayValue,2018-05-09,J,0
OlddocCount,2018-05-09,K,1889
OlddocVolume,2018-05-09,K,397979
OldpoValue,2018-05-09,K,0
OldinvValue,2018-05-09,K,0
OldpayValue,2018-05-09,K,0
OlddocCount,2018-05-09,L,0
OlddocVolume,2018-05-09,L,0
OldpoValue,2018-05-09,L,0
OldinvValue,2018-05-09,L,0
OldpayValue,2018-05-09,L,0
OlddocCount,2018-05-09,O,3015
OlddocVolume,2018-05-09,O,497357
OldpoValue,2018-05-09,O,0
OldinvValue,2018-05-09,O,0
OldpayValue,2018-05-09,O,0
OlddocCount,2018-05-09,N,2578
OlddocVolume,2018-05-09,N,848399
OldpoValue,2018-05-09,N,0
OldinvValue,2018-05-09,N,0
OldpayValue,2018-05-09,N,0
OlddocCount,2018-05-09,Q,0
OlddocVolume,2018-05-09,Q,0
OldpoValue,2018-05-09,Q,0
OldinvValue,2018-05-09,Q,0
OldpayValue,2018-05-09,Q,0
OlddocCount,2018-05-09,P,790
OlddocVolume,2018-05-09,P,193283
OldpoValue,2018-05-09,P,0
OldinvValue,2018-05-09,P,0
OldpayValue,2018-05-09,P,0
OlddocCount,2018-05-09,M,0
OlddocVolume,2018-05-09,M,0
OldpoValue,2018-05-09,M,0
OldinvValue,2018-05-09,M,0
OldpayValue,2018-05-09,M,0
OlddocCount,2018-05-09,R,1964
OlddocVolume,2018-05-09,R,564016
OldpoValue,2018-05-09,R,0
OldinvValue,2018-05-09,R,0
OldpayValue,2018-05-09,R,0
OlddocCount,2018-05-09,V,4729
OlddocVolume,2018-05-09,V,34479007
OldpoValue,2018-05-09,V,0
OldinvValue,2018-05-09,V,0
OldpayValue,2018-05-09,V,0
OlddocCount,2018-05-09,T,668
OlddocVolume,2018-05-09,T,647895
OldpoValue,2018-05-09,T,0
OldinvValue,2018-05-09,T,0
OldpayValue,2018-05-09,T,0
OlddocCount,2018-05-09,S,1036
OlddocVolume,2018-05-09,S,3045400
OldpoValue,2018-05-09,S,16493467
OldinvValue,2018-05-09,S,0
OldpayValue,2018-05-09,S,0
docCount,2018-05-10,A,141875
docVolume,2018-05-10,A,177143616
poValue,2018-05-10,A,172803255
invValue,2018-05-10,A,1940956368
payValue,2018-05-10,A,0
OlddocCount,2018-05-10,B,14391
OlddocVolume,2018-05-10,B,6275239
OldpoValue,2018-05-10,B,0
OldinvValue,2018-05-10,B,0
OldpayValue,2018-05-10,B,0
OlddocCount,2018-05-10,C,2644
OlddocVolume,2018-05-10,C,4612000
OldpoValue,2018-05-10,C,127896
OldinvValue,2018-05-10,C,0
OldpayValue,2018-05-10,C,0
OlddocCount,2018-05-10,D,123
OlddocVolume,2018-05-10,D,117469
OldpoValue,2018-05-10,D,0
OldinvValue,2018-05-10,D,0
OldpayValue,2018-05-10,D,0
OlddocCount,2018-05-10,E,1160
OlddocVolume,2018-05-10,E,2655986
OldpoValue,2018-05-10,E,0
OldinvValue,2018-05-10,E,0
OldpayValue,2018-05-10,E,0
OlddocCount,2018-05-10,F,18
OlddocVolume,2018-05-10,F,876
OldpoValue,2018-05-10,F,0
OldinvValue,2018-05-10,F,0
OldpayValue,2018-05-10,F,0
OlddocCount,2018-05-10,G,0
OlddocVolume,2018-05-10,G,0
OldpoValue,2018-05-10,G,0
OldinvValue,2018-05-10,G,0
OldpayValue,2018-05-10,G,0
OlddocCount,2018-05-10,H,205
OlddocVolume,2018-05-10,H,178465
OldpoValue,2018-05-10,H,0
OldinvValue,2018-05-10,H,0
OldpayValue,2018-05-10,H,0
OlddocCount,2018-05-10,I,3021
OlddocVolume,2018-05-10,I,1524787
OldpoValue,2018-05-10,I,0
OldinvValue,2018-05-10,I,0
OldpayValue,2018-05-10,I,0
OlddocCount,2018-05-10,J,1828
OlddocVolume,2018-05-10,J,438418
OldpoValue,2018-05-10,J,52580653
OldinvValue,2018-05-10,J,0
OldpayValue,2018-05-10,J,0
OlddocCount,2018-05-10,K,2098
OlddocVolume,2018-05-10,K,443599
OldpoValue,2018-05-10,K,0
OldinvValue,2018-05-10,K,0
OldpayValue,2018-05-10,K,0
OlddocCount,2018-05-10,L,0
OlddocVolume,2018-05-10,L,0
OldpoValue,2018-05-10,L,0
OldinvValue,2018-05-10,L,0
OldpayValue,2018-05-10,L,0
OlddocCount,2018-05-10,O,2988
OlddocVolume,2018-05-10,O,491857
OldpoValue,2018-05-10,O,0
OldinvValue,2018-05-10,O,0
OldpayValue,2018-05-10,O,0
OlddocCount,2018-05-10,N,3324
OlddocVolume,2018-05-10,N,1089527
OldpoValue,2018-05-10,N,0
OldinvValue,2018-05-10,N,0
OldpayValue,2018-05-10,N,0
OlddocCount,2018-05-10,Q,0
OlddocVolume,2018-05-10,Q,0
OldpoValue,2018-05-10,Q,0
OldinvValue,2018-05-10,Q,0
OldpayValue,2018-05-10,Q,0
OlddocCount,2018-05-10,P,699
OlddocVolume,2018-05-10,P,171893
OldpoValue,2018-05-10,P,0
OldinvValue,2018-05-10,P,0
OldpayValue,2018-05-10,P,0
OlddocCount,2018-05-10,M,0
OlddocVolume,2018-05-10,M,0
OldpoValue,2018-05-10,M,0
OldinvValue,2018-05-10,M,0
OldpayValue,2018-05-10,M,0
OlddocCount,2018-05-10,R,1699
OlddocVolume,2018-05-10,R,496161
OldpoValue,2018-05-10,R,0
OldinvValue,2018-05-10,R,0
OldpayValue,2018-05-10,R,0
OlddocCount,2018-05-10,V,4661
OlddocVolume,2018-05-10,V,31945692
OldpoValue,2018-05-10,V,0
OldinvValue,2018-05-10,V,0
OldpayValue,2018-05-10,V,0
OlddocCount,2018-05-10,T,545
OlddocVolume,2018-05-10,T,1872036
OldpoValue,2018-05-10,T,0
OldinvValue,2018-05-10,T,0
OldpayValue,2018-05-10,T,0
OlddocCount,2018-05-10,S,601
OlddocVolume,2018-05-10,S,2364386
OldpoValue,2018-05-10,S,16118853
OldinvValue,2018-05-10,S,0
OldpayValue,2018-05-10,S,0
docCount,2018-05-11,A,138967
docVolume,2018-05-11,A,158641348
poValue,2018-05-11,A,75391232
invValue,2018-05-11,A,1072215087
payValue,2018-05-11,A,0
OlddocCount,2018-05-11,B,16001
OlddocVolume,2018-05-11,B,6883574
OldpoValue,2018-05-11,B,0
OldinvValue,2018-05-11,B,0
OldpayValue,2018-05-11,B,0
OlddocCount,2018-05-11,C,2809
OlddocVolume,2018-05-11,C,916520
OldpoValue,2018-05-11,C,0
OldinvValue,2018-05-11,C,0
OldpayValue,2018-05-11,C,0
OlddocCount,2018-05-11,D,99
OlddocVolume,2018-05-11,D,87310
OldpoValue,2018-05-11,D,0
OldinvValue,2018-05-11,D,0
OldpayValue,2018-05-11,D,0
OlddocCount,2018-05-11,E,1073
OlddocVolume,2018-05-11,E,3212334
OldpoValue,2018-05-11,E,0
OldinvValue,2018-05-11,E,0
OldpayValue,2018-05-11,E,0
OlddocCount,2018-05-11,F,19
OlddocVolume,2018-05-11,F,932
OldpoValue,2018-05-11,F,0
OldinvValue,2018-05-11,F,0
OldpayValue,2018-05-11,F,0
OlddocCount,2018-05-11,G,0
OlddocVolume,2018-05-11,G,0
OldpoValue,2018-05-11,G,0
OldinvValue,2018-05-11,G,0
OldpayValue,2018-05-11,G,0
OlddocCount,2018-05-11,H,152
OlddocVolume,2018-05-11,H,133052
OldpoValue,2018-05-11,H,0
OldinvValue,2018-05-11,H,0
OldpayValue,2018-05-11,H,0
OlddocCount,2018-05-11,I,3001
OlddocVolume,2018-05-11,I,1507084
OldpoValue,2018-05-11,I,0
OldinvValue,2018-05-11,I,0
OldpayValue,2018-05-11,I,0
OlddocCount,2018-05-11,J,2107
OlddocVolume,2018-05-11,J,452333
OldpoValue,2018-05-11,J,5164904
OldinvValue,2018-05-11,J,0
OldpayValue,2018-05-11,J,0
OlddocCount,2018-05-11,K,2018
OlddocVolume,2018-05-11,K,424825
OldpoValue,2018-05-11,K,0
OldinvValue,2018-05-11,K,0
OldpayValue,2018-05-11,K,0
OlddocCount,2018-05-11,L,0
OlddocVolume,2018-05-11,L,0
OldpoValue,2018-05-11,L,0
OldinvValue,2018-05-11,L,0
OldpayValue,2018-05-11,L,0
OlddocCount,2018-05-11,O,2669
OlddocVolume,2018-05-11,O,437771
OldpoValue,2018-05-11,O,0
OldinvValue,2018-05-11,O,0
OldpayValue,2018-05-11,O,0
OlddocCount,2018-05-11,N,2588
OlddocVolume,2018-05-11,N,848233
OldpoValue,2018-05-11,N,0
OldinvValue,2018-05-11,N,0
OldpayValue,2018-05-11,N,0
OlddocCount,2018-05-11,Q,0
OlddocVolume,2018-05-11,Q,0
OldpoValue,2018-05-11,Q,0
OldinvValue,2018-05-11,Q,0
OldpayValue,2018-05-11,Q,0
OlddocCount,2018-05-11,P,837
OlddocVolume,2018-05-11,P,205560
OldpoValue,2018-05-11,P,0
OldinvValue,2018-05-11,P,0
OldpayValue,2018-05-11,P,0
OlddocCount,2018-05-11,M,0
OlddocVolume,2018-05-11,M,0
OldpoValue,2018-05-11,M,0
OldinvValue,2018-05-11,M,0
OldpayValue,2018-05-11,M,0
OlddocCount,2018-05-11,R,1816
OlddocVolume,2018-05-11,R,522150
OldpoValue,2018-05-11,R,0
OldinvValue,2018-05-11,R,0
OldpayValue,2018-05-11,R,0
OlddocCount,2018-05-11,V,4026
OlddocVolume,2018-05-11,V,25023624
OldpoValue,2018-05-11,V,0
OldinvValue,2018-05-11,V,0
OldpayValue,2018-05-11,V,0
OlddocCount,2018-05-11,T,707
OlddocVolume,2018-05-11,T,1072328
OldpoValue,2018-05-11,T,0
OldinvValue,2018-05-11,T,0
OldpayValue,2018-05-11,T,0
OlddocCount,2018-05-11,S,1035
OlddocVolume,2018-05-11,S,1055058
OldpoValue,2018-05-11,S,43086
OldinvValue,2018-05-11,S,0
OldpayValue,2018-05-11,S,0
docCount,2018-05-12,A,50609
docVolume,2018-05-12,A,64660258
poValue,2018-05-12,A,2417842
invValue,2018-05-12,A,665879128
payValue,2018-05-12,A,0
OlddocCount,2018-05-12,B,11190
OlddocVolume,2018-05-12,B,4852849
OldpoValue,2018-05-12,B,0
OldinvValue,2018-05-12,B,0
OldpayValue,2018-05-12,B,0
OlddocCount,2018-05-12,C,1612
OlddocVolume,2018-05-12,C,13377130
OldpoValue,2018-05-12,C,0
OldinvValue,2018-05-12,C,0
OldpayValue,2018-05-12,C,0
OlddocCount,2018-05-12,D,28
OlddocVolume,2018-05-12,D,15564
OldpoValue,2018-05-12,D,0
OldinvValue,2018-05-12,D,0
OldpayValue,2018-05-12,D,0
OlddocCount,2018-05-12,E,430
OlddocVolume,2018-05-12,E,970919
OldpoValue,2018-05-12,E,0
OldinvValue,2018-05-12,E,0
OldpayValue,2018-05-12,E,0
OlddocCount,2018-05-12,F,4
OlddocVolume,2018-05-12,F,194
OldpoValue,2018-05-12,F,0
OldinvValue,2018-05-12,F,0
OldpayValue,2018-05-12,F,0
OlddocCount,2018-05-12,G,0
OlddocVolume,2018-05-12,G,0
OldpoValue,2018-05-12,G,0
OldinvValue,2018-05-12,G,0
OldpayValue,2018-05-12,G,0
OlddocCount,2018-05-12,H,54
OlddocVolume,2018-05-12,H,32091
OldpoValue,2018-05-12,H,0
OldinvValue,2018-05-12,H,0
OldpayValue,2018-05-12,H,0
OlddocCount,2018-05-12,I,1714
OlddocVolume,2018-05-12,I,869918
OldpoValue,2018-05-12,I,0
OldinvValue,2018-05-12,I,0
OldpayValue,2018-05-12,I,0
OlddocCount,2018-05-12,J,532
OlddocVolume,2018-05-12,J,55145
OldpoValue,2018-05-12,J,19085
OldinvValue,2018-05-12,J,0
OldpayValue,2018-05-12,J,0
OlddocCount,2018-05-12,K,999
OlddocVolume,2018-05-12,K,192375
OldpoValue,2018-05-12,K,0
OldinvValue,2018-05-12,K,0
OldpayValue,2018-05-12,K,0
OlddocCount,2018-05-12,L,0
OlddocVolume,2018-05-12,L,0
OldpoValue,2018-05-12,L,0
OldinvValue,2018-05-12,L,0
OldpayValue,2018-05-12,L,0
OlddocCount,2018-05-12,O,818
OlddocVolume,2018-05-12,O,131221
OldpoValue,2018-05-12,O,0
OldinvValue,2018-05-12,O,0
OldpayValue,2018-05-12,O,0
OlddocCount,2018-05-12,N,575
OlddocVolume,2018-05-12,N,188110
OldpoValue,2018-05-12,N,0
OldinvValue,2018-05-12,N,0
OldpayValue,2018-05-12,N,0
OlddocCount,2018-05-12,Q,0
OlddocVolume,2018-05-12,Q,0
OldpoValue,2018-05-12,Q,0
OldinvValue,2018-05-12,Q,0
OldpayValue,2018-05-12,Q,0
OlddocCount,2018-05-12,P,740
OlddocVolume,2018-05-12,P,180245
OldpoValue,2018-05-12,P,0
OldinvValue,2018-05-12,P,0
OldpayValue,2018-05-12,P,0
OlddocCount,2018-05-12,M,0
OlddocVolume,2018-05-12,M,0
OldpoValue,2018-05-12,M,0
OldinvValue,2018-05-12,M,0
OldpayValue,2018-05-12,M,0
OlddocCount,2018-05-12,R,83
OlddocVolume,2018-05-12,R,24917
OldpoValue,2018-05-12,R,0
OldinvValue,2018-05-12,R,0
OldpayValue,2018-05-12,R,0
OlddocCount,2018-05-12,V,62
OlddocVolume,2018-05-12,V,255993
OldpoValue,2018-05-12,V,0
OldinvValue,2018-05-12,V,0
OldpayValue,2018-05-12,V,0
OlddocCount,2018-05-12,T,468
OlddocVolume,2018-05-12,T,48743
OldpoValue,2018-05-12,T,0
OldinvValue,2018-05-12,T,0
OldpayValue,2018-05-12,T,0
OlddocCount,2018-05-12,S,51
OlddocVolume,2018-05-12,S,36442
OldpoValue,2018-05-12,S,0
OldinvValue,2018-05-12,S,0
OldpayValue,2018-05-12,S,0
docCount,2018-05-13,A,30945
docVolume,2018-05-13,A,14737792
poValue,2018-05-13,A,1038
invValue,2018-05-13,A,163529812
payValue,2018-05-13,A,0
OlddocCount,2018-05-13,B,7329
OlddocVolume,2018-05-13,B,3174402
OldpoValue,2018-05-13,B,0
OldinvValue,2018-05-13,B,0
OldpayValue,2018-05-13,B,0
OlddocCount,2018-05-13,C,450
OlddocVolume,2018-05-13,C,21972
OldpoValue,2018-05-13,C,0
OldinvValue,2018-05-13,C,0
OldpayValue,2018-05-13,C,0
OlddocCount,2018-05-13,D,24
OlddocVolume,2018-05-13,D,12590
OldpoValue,2018-05-13,D,0
OldinvValue,2018-05-13,D,0
OldpayValue,2018-05-13,D,0
OlddocCount,2018-05-13,E,211
OlddocVolume,2018-05-13,E,684619
OldpoValue,2018-05-13,E,0
OldinvValue,2018-05-13,E,0
OldpayValue,2018-05-13,E,0
OlddocCount,2018-05-13,F,2
OlddocVolume,2018-05-13,F,94
OldpoValue,2018-05-13,F,0
OldinvValue,2018-05-13,F,0
OldpayValue,2018-05-13,F,0
OlddocCount,2018-05-13,G,0
OlddocVolume,2018-05-13,G,0
OldpoValue,2018-05-13,G,0
OldinvValue,2018-05-13,G,0
OldpayValue,2018-05-13,G,0
OlddocCount,2018-05-13,H,39
OlddocVolume,2018-05-13,H,17272
OldpoValue,2018-05-13,H,0
OldinvValue,2018-05-13,H,0
OldpayValue,2018-05-13,H,0
OlddocCount,2018-05-13,I,92
OlddocVolume,2018-05-13,I,50317
OldpoValue,2018-05-13,I,0
OldinvValue,2018-05-13,I,0
OldpayValue,2018-05-13,I,0
OlddocCount,2018-05-13,J,336
OlddocVolume,2018-05-13,J,23184
OldpoValue,2018-05-13,J,0
OldinvValue,2018-05-13,J,0
OldpayValue,2018-05-13,J,0
OlddocCount,2018-05-13,K,1039
OlddocVolume,2018-05-13,K,192074
OldpoValue,2018-05-13,K,0
OldinvValue,2018-05-13,K,0
OldpayValue,2018-05-13,K,0
OlddocCount,2018-05-13,L,0
OlddocVolume,2018-05-13,L,0
OldpoValue,2018-05-13,L,0
OldinvValue,2018-05-13,L,0
OldpayValue,2018-05-13,L,0
OlddocCount,2018-05-13,O,37
OlddocVolume,2018-05-13,O,6068
OldpoValue,2018-05-13,O,0
OldinvValue,2018-05-13,O,0
OldpayValue,2018-05-13,O,0
OlddocCount,2018-05-13,N,4
OlddocVolume,2018-05-13,N,1315
OldpoValue,2018-05-13,N,0
OldinvValue,2018-05-13,N,0
OldpayValue,2018-05-13,N,0
OlddocCount,2018-05-13,Q,0
OlddocVolume,2018-05-13,Q,0
OldpoValue,2018-05-13,Q,0
OldinvValue,2018-05-13,Q,0
OldpayValue,2018-05-13,Q,0
OlddocCount,2018-05-13,P,616
OlddocVolume,2018-05-13,P,151590
OldpoValue,2018-05-13,P,0
OldinvValue,2018-05-13,P,0
OldpayValue,2018-05-13,P,0
OlddocCount,2018-05-13,M,0
OlddocVolume,2018-05-13,M,0
OldpoValue,2018-05-13,M,0
OldinvValue,2018-05-13,M,0
OldpayValue,2018-05-13,M,0
OlddocCount,2018-05-13,R,22
OlddocVolume,2018-05-13,R,6390
OldpoValue,2018-05-13,R,0
OldinvValue,2018-05-13,R,0
OldpayValue,2018-05-13,R,0
OlddocCount,2018-05-13,V,14
OlddocVolume,2018-05-13,V,17888
OldpoValue,2018-05-13,V,0
OldinvValue,2018-05-13,V,0
OldpayValue,2018-05-13,V,0
OlddocCount,2018-05-13,T,359
OlddocVolume,2018-05-13,T,382098
OldpoValue,2018-05-13,T,0
OldinvValue,2018-05-13,T,0
OldpayValue,2018-05-13,T,0
OlddocCount,2018-05-13,S,864
OlddocVolume,2018-05-13,S,918903
OldpoValue,2018-05-13,S,0
OldinvValue,2018-05-13,S,0
OldpayValue,2018-05-13,S,0
docCount,2018-05-14,A,133110
docVolume,2018-05-14,A,168408908
poValue,2018-05-14,A,17172428
invValue,2018-05-14,A,1213489971
payValue,2018-05-14,A,0
OlddocCount,2018-05-14,B,12711
OlddocVolume,2018-05-14,B,5497412
OldpoValue,2018-05-14,B,0
OldinvValue,2018-05-14,B,0
OldpayValue,2018-05-14,B,0
OlddocCount,2018-05-14,C,3043
OlddocVolume,2018-05-14,C,1291075
OldpoValue,2018-05-14,C,0
OldinvValue,2018-05-14,C,0
OldpayValue,2018-05-14,C,0
OlddocCount,2018-05-14,D,109
OlddocVolume,2018-05-14,D,105557
OldpoValue,2018-05-14,D,0
OldinvValue,2018-05-14,D,0
OldpayValue,2018-05-14,D,0
OlddocCount,2018-05-14,E,691
OlddocVolume,2018-05-14,E,1832151
OldpoValue,2018-05-14,E,0
OldinvValue,2018-05-14,E,0
OldpayValue,2018-05-14,E,0
OlddocCount,2018-05-14,F,14
OlddocVolume,2018-05-14,F,676
OldpoValue,2018-05-14,F,0
OldinvValue,2018-05-14,F,0
OldpayValue,2018-05-14,F,0
OlddocCount,2018-05-14,G,0
OlddocVolume,2018-05-14,G,0
OldpoValue,2018-05-14,G,0
OldinvValue,2018-05-14,G,0
OldpayValue,2018-05-14,G,0
OlddocCount,2018-05-14,H,177
OlddocVolume,2018-05-14,H,158305
OldpoValue,2018-05-14,H,0
OldinvValue,2018-05-14,H,0
OldpayValue,2018-05-14,H,0
OlddocCount,2018-05-14,I,2732
OlddocVolume,2018-05-14,I,1369088
OldpoValue,2018-05-14,I,0
OldinvValue,2018-05-14,I,0
OldpayValue,2018-05-14,I,0
OlddocCount,2018-05-14,J,2514
OlddocVolume,2018-05-14,J,853622
OldpoValue,2018-05-14,J,121729019
OldinvValue,2018-05-14,J,0
OldpayValue,2018-05-14,J,0
OlddocCount,2018-05-14,K,1894
OlddocVolume,2018-05-14,K,390888
OldpoValue,2018-05-14,K,0
OldinvValue,2018-05-14,K,0
OldpayValue,2018-05-14,K,0
OlddocCount,2018-05-14,L,0
OlddocVolume,2018-05-14,L,0
OldpoValue,2018-05-14,L,0
OldinvValue,2018-05-14,L,0
OldpayValue,2018-05-14,L,0
OlddocCount,2018-05-14,O,2591
OlddocVolume,2018-05-14,O,427073
OldpoValue,2018-05-14,O,0
OldinvValue,2018-05-14,O,0
OldpayValue,2018-05-14,O,0
OlddocCount,2018-05-14,N,2741
OlddocVolume,2018-05-14,N,891775
OldpoValue,2018-05-14,N,0
OldinvValue,2018-05-14,N,0
OldpayValue,2018-05-14,N,0
OlddocCount,2018-05-14,Q,0
OlddocVolume,2018-05-14,Q,0
OldpoValue,2018-05-14,Q,0
OldinvValue,2018-05-14,Q,0
OldpayValue,2018-05-14,Q,0
OlddocCount,2018-05-14,P,554
OlddocVolume,2018-05-14,P,136981
OldpoValue,2018-05-14,P,0
OldinvValue,2018-05-14,P,0
OldpayValue,2018-05-14,P,0
OlddocCount,2018-05-14,M,0
OlddocVolume,2018-05-14,M,0
OldpoValue,2018-05-14,M,0
OldinvValue,2018-05-14,M,0
OldpayValue,2018-05-14,M,0
OlddocCount,2018-05-14,V,4974
OlddocVolume,2018-05-14,V,33069270
OldpoValue,2018-05-14,V,0
OldinvValue,2018-05-14,V,0
OldpayValue,2018-05-14,V,0
OlddocCount,2018-05-14,R,1883
OlddocVolume,2018-05-14,R,539611
OldpoValue,2018-05-14,R,0
OldinvValue,2018-05-14,R,0
OldpayValue,2018-05-14,R,0
OlddocCount,2018-05-14,T,545
OlddocVolume,2018-05-14,T,364049
OldpoValue,2018-05-14,T,0
OldinvValue,2018-05-14,T,0
OldpayValue,2018-05-14,T,0
OlddocCount,2018-05-14,S,225
OlddocVolume,2018-05-14,S,277345
OldpoValue,2018-05-14,S,1284215
OldinvValue,2018-05-14,S,0
OldpayValue,2018-05-14,S,0
docCount,2018-05-15,A,142463
docVolume,2018-05-15,A,177334000
poValue,2018-05-15,A,80069158
invValue,2018-05-15,A,1554751591
payValue,2018-05-15,A,0
OlddocCount,2018-05-15,B,15224
OlddocVolume,2018-05-15,B,6608525
OldpoValue,2018-05-15,B,0
OldinvValue,2018-05-15,B,0
OldpayValue,2018-05-15,B,0
OlddocCount,2018-05-15,C,2480
OlddocVolume,2018-05-15,C,697674
OldpoValue,2018-05-15,C,0
OldinvValue,2018-05-15,C,0
OldpayValue,2018-05-15,C,0
OlddocCount,2018-05-15,D,100
OlddocVolume,2018-05-15,D,92620
OldpoValue,2018-05-15,D,0
OldinvValue,2018-05-15,D,0
OldpayValue,2018-05-15,D,0
OlddocCount,2018-05-15,E,824
OlddocVolume,2018-05-15,E,2153277
OldpoValue,2018-05-15,E,0
OldinvValue,2018-05-15,E,0
OldpayValue,2018-05-15,E,0
OlddocCount,2018-05-15,F,15
OlddocVolume,2018-05-15,F,726
OldpoValue,2018-05-15,F,0
OldinvValue,2018-05-15,F,0
OldpayValue,2018-05-15,F,0
OlddocCount,2018-05-15,G,0
OlddocVolume,2018-05-15,G,0
OldpoValue,2018-05-15,G,0
OldinvValue,2018-05-15,G,0
OldpayValue,2018-05-15,G,0
